full_name,neo,pha,sats,H,G,diameter,extent,albedo,rot_per,GM,BV,UB,spec_B,spec_T,orbit_id,epoch,equinox,e,a,q,i,om,w,ma,ad,n,tp,per_y,moid,moid_jup,t_jup,class,producer,data_arc,first_obs,last_obs,n_obs_used,condition_code,rms
416002 (2002 BN),Y,N,0,20.48,,,,,,,,,,,JPL 45,2460000.5,J2000,0.5463,0.875,0.397,27.75,115.75,147.25,181.14,1.35,1.204,2460149.03,0.819,0.0899,3.8,6.55,ATE,Otto Matic,6584,19/01/02,29/01/20,127,0,0.42156
416032 (2002 EX11),Y,N,0,20.81,,,,,5.36,,,,,,JPL 55,2460000.5,J2000,0.4092,1.887,1.115,2.51,186.97,315.45,38.33,2.66,0.3803,2459899.72,2.59,0.131,2.38,3.86,AMO,Otto Matic,4800,15/03/02,06/05/15,204,0,0.55611
416071 (2002 NV),Y,N,0,18.03,,0.803,,0.189,17.7,,,,,,JPL 56,2460000.5,J2000,0.6168,2.667,1.022,22.27,294.24,271.83,289.47,4.31,0.2262,2460312.24,4.36,0.308,1.96,2.99,AMO,Otto Matic,4948,23/12/01,11/07/15,215,0,0.46912
416151 (2002 RQ25),Y,N,0,20.68,,,,,12.191,,,,,,JPL 95,2460000.5,J2000,0.3064,1.112,0.771,4.58,10.49,225.68,250.09,1.45,0.8407,2460131.24,1.17,0.0503,3.54,5.56,APO,Otto Matic,7392,03/09/02,29/11/22,308,0,0.48151
416186 (2002 TD60),Y,N,0,19.42,,,,,2.8513,,,,,,JPL 157,2460000.5,J2000,0.0825,1.202,1.103,7.41,62.63,343.78,145.58,1.3,0.7478,2459805.83,1.32,0.116,3.83,5.28,AMO,Otto Matic,7289,05/10/02,19/09/22,1013,0,0.41465
416195 (2002 TR190),Y,Y,0,19.45,,,,,,,,,,,JPL 57,2460000.5,J2000,0.1599,1.077,0.905,26.92,24.22,104.78,2.33,1.25,0.8821,2459997.85,1.12,0.0051,3.81,5.63,APO,Otto Matic,7483,12/10/02,08/04/23,231,0,0.47157
416217 (2002 VD118),Y,N,0,20.57,,,,,,,,,,,JPL 35,2460000.5,J2000,0.1436,1.428,1.223,14.25,35.19,66.38,280.46,1.63,0.5778,2460138.17,1.71,0.297,3.51,4.65,AMO,Otto Matic,7130,14/11/02,23/05/22,109,0,0.56809
416224 (2002 XM90),Y,N,0,18.08,,,,,7.666,,,,,,JPL 115,2460000.5,J2000,0.3784,1.79,1.113,20.18,81.57,80.81,118.86,2.47,0.4114,2459711.6,2.4,0.316,2.76,3.93,AMO,Otto Matic,7074,05/12/02,18/04/22,537,0,0.48229
416231 (2003 AJ73),Y,N,0,18.67,,,,,9.5708,,,,,,JPL 130,2460000.5,J2000,0.3501,1.812,1.177,9.78,4.87,168.85,64.59,2.45,0.4042,2459840.72,2.44,0.184,2.52,3.96,AMO,Otto Matic,6863,11/01/03,26/10/21,829,0,0.52111
416283 (2003 MM),Y,N,0,21.62,,,,,,,,,,,JPL 32,2460000.5,J2000,0.2563,1.053,0.783,8.54,127.61,19.82,167.75,1.32,0.9119,2459816.55,1.08,0.132,3.68,5.8,APO,Otto Matic,5071,11/08/02,29/06/16,110,0,0.6161
416567 (2004 EB),Y,N,0,17.13,,2.538,,0.036,,,,,,,JPL 49,2460000.5,J2000,0.6587,3.115,1.063,21.11,21.12,238.28,129.84,5.17,0.1793,2459276.38,5.5,0.204,1.19,2.76,AMO,Otto Matic,8054,12/10/99,30/10/21,174,0,0.4939
416584 (2004 JB12),Y,N,0,18.98,,,,,16.51,,,,,,JPL 118,2460000.5,J2000,0.5156,2.188,1.06,8.44,152,152.28,263.7,3.32,0.3045,2460316.76,3.24,0.067,1.99,3.48,AMO,Otto Matic,5850,16/04/04,22/04/20,502,0,0.42445
416591 (2004 LC2),Y,Y,0,18.6,,,,,4.677,,,,,,JPL 77,2460000.5,J2000,0.7349,1.865,0.495,10.98,84.28,290.69,101.74,3.24,0.3869,2459737.57,2.55,0.0278,2.32,3.59,APO,Otto Matic,5765,11/06/04,24/03/20,761,0,0.34166
416675 (2004 XJ3),Y,N,0,17.76,,,,,,,,,,,JPL 39,2460000.5,J2000,0.558,2.866,1.267,35.97,242.04,153.6,271.6,4.46,0.2032,2460435.6,4.85,0.314,1.28,2.81,AMO,Otto Matic,3681,03/12/04,01/01/15,211,0,0.39728
416680 (2004 XD50),Y,N,0,18.56,,,,,,,,,,,JPL 89,2460000.5,J2000,0.3774,1.825,1.136,20.65,106.03,63.79,90.83,2.51,0.3998,2459773.32,2.47,0.277,2.67,3.88,AMO,Otto Matic,6194,12/12/04,27/11/21,392,0,0.43582
416694 (2004 YR32),Y,N,0,17.69,,2.292,,0.031,50.3,,,,,,JPL 75,2460000.5,J2000,0.6989,3.068,0.924,20.45,90,89.01,134.03,5.21,0.1834,2459269.82,5.37,0.245,1.53,2.73,APO,Otto Matic,6017,22/12/04,13/06/21,335,0,0.39508
416801 (2005 GC120),Y,Y,0,19.64,,0.906,,0.031,9,,,,,,JPL 81,2460000.5,J2000,0.4975,1.193,0.6,16.54,67.93,258.31,179.63,1.79,0.7559,2459762.87,1.3,0.00537,3.64,5.16,APO,Otto Matic,6544,12/04/05,13/03/23,343,0,0.47053
416804 (2005 GP128),Y,N,0,18.73,,,,,3.266,,,,,,JPL 80,2460000.5,J2000,0.5753,2.704,1.148,5.29,166.8,116.48,343.11,4.26,0.2217,2460076.7,4.45,0.158,1.01,3.1,AMO,Otto Matic,3544,09/03/05,21/11/14,300,0,0.60088
416851 (2005 MM13),Y,N,0,19.02,,,,,,,,,,,JPL 48,2460000.5,J2000,0.3182,1.695,1.155,22.99,100.54,254.8,304.88,2.23,0.4467,2460123.89,2.21,0.31,3.37,4.07,AMO,Otto Matic,6593,13/01/04,31/01/22,171,0,0.50465
417167 (2005 WH57),Y,N,0,19.32,,,,,,,,,,,JPL 25,2460000.5,J2000,0.3681,1.708,1.079,40.46,262.08,125.42,286.27,2.34,0.4416,2460167.46,2.23,0.215,3.32,3.86,AMO,Otto Matic,4078,30/11/05,29/01/17,64,0,0.55035
417201 (2005 XM4),Y,N,0,19.74,,,,,,,,,,,JPL 65,2460000.5,J2000,0.0641,1.304,1.22,34.15,81.86,345.47,200.49,1.39,0.6621,2460241.4,1.49,0.237,3.83,4.82,AMO,Otto Matic,5639,04/12/05,13/05/21,290,0,0.45047
417210 (2005 XV77),Y,N,0,20.54,,,,,,,,,,,JPL 65,2460000.5,J2000,0.4142,0.7842,0.459,16.85,282.24,9.27,41.25,1.11,1.419,2459971.43,0.695,0.0959,4.06,7.31,ATE,Otto Matic,5909,10/12/05,13/02/22,354,0,0.54738
417211 (2005 XL80),Y,Y,0,18.25,,,,,,,,,,,JPL 86,2460000.5,J2000,0.4872,1.728,0.886,10.9,53.33,143.67,162.79,2.57,0.434,2459625.44,2.27,0.0424,2.4,4,APO,Otto Matic,6156,08/12/05,16/10/22,346,0,0.56898
417217 (2005 YS),Y,Y,0,19.59,,,,,,,,,,,JPL 76,2460000.5,J2000,0.5503,0.7111,0.32,19.59,288.61,327.9,65.01,1.1,1.644,2459960.95,0.6,0.0303,3.99,7.9,ATE,Otto Matic,6157,21/12/05,30/10/22,288,0,0.54298
417264 (2006 AT2),Y,N,0,17.14,,1.93,,0.062,,,,,,,JPL 98,2460000.5,J2000,0.6042,2.7,1.069,21.12,143.89,39.37,274.17,4.33,0.2222,2460386.8,4.44,0.149,1.02,3,AMO,Otto Matic,6655,26/06/02,14/09/20,469,0,0.40816
417419 (2006 KL21),Y,Y,0,20.91,,,,,,,,,,,JPL 60,2460000.5,J2000,0.1273,1.199,1.046,9.35,117.2,214.22,191.54,1.35,0.7507,2460224.91,1.31,0.0476,3.85,5.28,AMO,Otto Matic,6116,23/05/06,19/02/23,207,0,0.50287
417581 (2006 VA3),Y,N,0,17.29,,,,,,,,,,,JPL 123,2460000.5,J2000,0.6781,1.603,0.516,53.35,312.95,307.77,325.16,2.69,0.4856,2460072.26,2.03,0.292,3.23,3.73,APO,Otto Matic,5966,11/11/06,13/03/23,715,0,0.47863
417612 (2006 WQ29),Y,Y,0,18.44,,,,,,,,,,,JPL 49,2460000.5,J2000,0.3937,1.601,0.971,8.07,111.98,136.6,182.81,2.23,0.4866,2460364.65,2.03,0.02,2.82,4.26,APO,Otto Matic,7297,03/12/02,25/11/22,170,1,0.72276
417634 (2006 XG1),Y,Y,0,18.57,,0.418,,0.154,,,,,,,JPL 36,2460000.5,J2000,0.596,2.458,0.993,20.5,38.46,344.11,78.92,3.92,0.2558,2459692.01,3.85,0.0128,1.57,3.15,APO,Otto Matic,2956,11/12/06,14/01/15,171,0,0.4789
417655 (2006 YF13),Y,N,0,19.92,,,,,,,,,,,JPL 47,2460000.5,J2000,0.4034,0.9187,0.548,10.53,205.26,95.44,247.4,1.29,1.119,2460101.11,0.881,0.0813,3.95,6.42,ATE,Otto Matic,5929,26/12/06,21/03/23,158,0,0.56106
417816 (2007 FA),Y,Y,0,20.27,,,,,,,,,,,JPL 59,2460000.5,J2000,0.2657,1.25,0.918,16.33,156.41,135.45,69.09,1.58,0.7052,2459902.53,1.4,0.0289,3.65,5.07,APO,Otto Matic,7977,06/03/00,07/01/22,184,0,0.50138
417871 (2007 MB24),Y,Y,0,18.32,,,,,,,,,,,JPL 60,2460000.5,J2000,0.7001,1.876,0.563,47.71,271.13,269.14,58.73,3.19,0.3836,2459847.38,2.57,0.0277,3.53,3.35,APO,Otto Matic,11262,01/07/89,01/05/20,322,0,0.45718
417874 (2007 NC5),Y,N,0,18.12,,,,,,,,,,,JPL 45,2460000.5,J2000,0.8874,2.445,0.275,19.32,165.86,20.55,42.66,4.61,0.2579,2459835.07,3.82,0.198,0.536,2.73,APO,Otto Matic,2989,04/07/07,09/09/15,215,0,0.47889
417949 (2007 TB23),Y,Y,0,18.74,,,,,,,,,,,JPL 58,2460000.5,J2000,0.1977,1.262,1.013,38.29,40.1,173.83,115.97,1.51,0.6952,2459833.68,1.42,0.00623,3.46,4.88,APO,Otto Matic,4945,03/10/07,17/04/21,284,0,0.53623
418094 (2007 WV4),Y,Y,0,19.67,,0.89,,0.042,9.929,,,,,,JPL 80,2460000.5,J2000,0.4411,1.486,0.831,38.33,249.88,297.64,84.14,2.14,0.5439,2459845.82,1.81,0.018,3.23,4.25,APO,Otto Matic,4026,19/11/07,27/11/18,375,0,0.40111
418135 (2008 AG33),Y,Y,0,19.37,,,,,,,,,,,JPL 43,2460000.5,J2000,0.3366,1.459,0.968,16.01,38.3,155.5,181.03,1.95,0.5593,2460320.5,1.76,0.0156,3.01,4.53,APO,Otto Matic,6856,27/09/03,05/07/22,145,0,0.38707
418198 (2008 CN70),Y,N,0,18.89,,,,,,,,,,,JPL 40,2460000.5,J2000,0.3796,0.8517,0.528,24.45,150.69,114.34,309.99,1.18,1.254,2460040.38,0.786,0.0903,4.01,6.79,ATE,Otto Matic,5471,09/02/08,01/02/23,379,0,0.38556
418233 (2008 DV),Y,N,0,18.36,,,,,,,,,,,JPL 63,2460000.5,J2000,0.4514,1.731,0.949,31.29,308.94,258.56,172.09,2.51,0.4328,2459602.92,2.28,0.215,3.04,3.89,APO,Otto Matic,5338,26/02/08,08/10/22,220,0,0.49254
418265 (2008 EA32),Y,N,0,16.5,,,,,,,,,,,JPL 80,2460000.5,J2000,0.305,0.6159,0.428,28.26,100.95,181.83,213.56,0.8,2.039,2460072.32,0.483,0.18,4.31,9.03,IEO,Otto Matic,5470,10/03/08,02/03/23,363,0,0.36935
418416 (2008 LV16),Y,Y,0,20.31,,,,,,,,,,,JPL 79,2460000.5,J2000,0.6256,2.089,0.782,4.71,236.48,121.98,289.47,3.4,0.3264,2460216.63,3.02,0.00652,2.1,3.48,APO,Otto Matic,4592,15/06/08,10/01/21,352,0,0.4555
418797 (2008 VF),Y,N,0,19.41,,0.789,,0.063,7.35,,,,,,JPL 99,2460000.5,J2000,0.3257,0.9059,0.611,26.2,234.41,3.25,27.31,1.2,1.143,2459976.61,0.862,0.208,3.8,6.45,ATE,Otto Matic,7318,10/12/01,23/12/21,467,0,0.42353
418846 (2008 WJ60),Y,N,0,21.38,,,,,14.6,,,,,,JPL 31,2460000.5,J2000,0.2916,1.599,1.133,16.69,259.42,170.01,25.05,2.06,0.4876,2459949.12,2.02,0.15,3.24,4.27,AMO,Otto Matic,3693,23/11/08,03/01/19,97,0,0.49691
418849 (2008 WM64),Y,Y,0,20.47,,,,,2.4055,,,,,,JPL 81,2460000.5,J2000,0.1064,1.006,0.899,33.52,91.44,256.76,139.78,1.11,0.9771,2459857.44,1.01,0.0344,4.09,5.9,APO,Otto Matic,4806,24/11/08,21/01/22,322,0,0.38473
418896 (2009 AK15),Y,N,0,19.49,,,,,4.3,,,,,,JPL 50,2460000.5,J2000,0.4291,1.31,0.748,13.84,186.8,6.47,111.11,1.87,0.6573,2459831.45,1.5,0.209,3.08,4.85,APO,Otto Matic,4676,06/01/09,26/10/21,148,0,0.42835
418900 (2009 BE2),Y,N,0,19.2,,,,,,,,,,,JPL 73,2460000.5,J2000,0.3536,1.56,1.008,23.43,93.08,138.26,335.37,2.11,0.506,2460049.19,1.95,0.0574,3,4.28,APO,Otto Matic,4553,16/01/09,05/07/21,323,0,0.49458
418929 (2009 DM1),Y,N,0,16.97,,1.432,,0.137,4.59,,,,,,JPL 153,2460000.5,J2000,0.641,2.892,1.038,15.21,197.59,219.72,311.28,4.75,0.2004,2460243.63,4.92,0.107,0.961,2.9,AMO,Otto Matic,5615,21/11/03,06/04/19,2278,0,0.21808
419022 (2009 QF31),Y,N,0,18.41,,,,,4.84,,,,,,JPL 84,2460000.5,J2000,0.1428,1.485,1.273,42.41,336.25,167.91,2.62,1.7,0.5448,2459995.69,1.81,0.286,3.31,4.29,AMO,Otto Matic,4959,26/08/09,25/03/23,320,0,0.44455
419464 (2010 CC180),Y,N,0,18.72,,,,,,,,,,,JPL 50,2460000.5,J2000,0.3223,1.873,1.27,15.25,352.33,216.95,0.29,2.48,0.3844,2459999.75,2.56,0.302,2.54,3.87,AMO,Otto Matic,5286,09/06/05,29/11/19,218,0,0.46822
419472 (2010 DW1),Y,Y,0,19.99,,0.459,,0.088,,,,,,,JPL 64,2460000.5,J2000,0.2002,1.225,0.98,23.77,157.12,9.65,210.3,1.47,0.7269,2460206.46,1.36,0.0078,3.51,5.12,APO,Otto Matic,6957,29/08/02,15/09/21,317,0,0.38132
419624 (2010 SO16),Y,Y,0,20.44,,0.357,,0.084,,,,,,,JPL 80,2460000.5,J2000,0.0754,1.004,0.928,14.52,40.35,109.21,334.52,1.08,0.9801,2460026.5,1.01,0.0294,3.9,6.03,APO,Otto Matic,4472,17/08/10,14/11/22,350,0,0.59326
419829 (2010 XK52),Y,N,0,17.99,,,,,,,,,,,JPL 81,2460000.5,J2000,0.5216,2.566,1.227,15.38,290.51,211.68,336.58,3.9,0.2398,2460098.17,4.11,0.27,1.31,3.18,AMO,Otto Matic,4397,10/12/10,24/12/22,287,0,0.38528
419880 (2011 AH37),Y,Y,0,19.82,,0.982,,0.026,,,,,,,JPL 57,2460000.5,J2000,0.672,2.547,0.835,9.66,102.07,322.34,11.26,4.26,0.2424,2459954.06,4.07,0.0353,1.17,3.06,APO,Otto Matic,4561,24/09/10,21/03/23,190,0,0.54778
419922 (2011 BJ24),Y,N,0,17.71,,,,,,,,,,,JPL 60,2460000.5,J2000,0.6416,2.404,0.862,8.09,191.07,188.86,99.1,3.95,0.2644,2459625.76,3.73,0.0907,1.52,3.2,APO,Otto Matic,4670,04/06/10,18/03/23,242,0,0.6459
420048 (2011 DL19),Y,N,0,18.89,,,,,,,,,,,JPL 78,2460000.5,J2000,0.4124,1.609,0.945,28.2,274.1,293.78,289.1,2.27,0.4829,2460147.31,2.04,0.106,3.06,4.13,APO,Otto Matic,4432,06/12/10,24/01/23,357,0,0.45157
420187 (2011 GA55),Y,N,0,18.19,,,,,2.578,,,,,,JPL 78,2460000.5,J2000,0.4836,2.167,1.119,8.72,319.81,316.95,236.04,3.22,0.3089,2460401.82,3.19,0.138,1.99,3.52,AMO,Otto Matic,4795,10/10/08,26/11/21,412,0,0.32654
420210 (2011 HF),Y,Y,0,20.45,,,,,,,,,,,JPL 71,2460000.5,J2000,0.2347,1.283,0.982,10.62,204.88,149.67,280.47,1.58,0.6778,2460117.82,1.45,0.0095,3.87,5,APO,Otto Matic,3607,22/04/11,07/03/21,207,0,0.55232
420262 (2011 KD11),Y,N,0,20.18,,,,,,,,,,,JPL 65,2460000.5,J2000,0.4227,1.588,0.917,17.13,257.48,253.47,355.5,2.26,0.4926,2460009.64,2,0.114,2.94,4.23,APO,Otto Matic,4252,25/05/11,14/01/23,205,0,0.47739
420286 (2011 RZ),Y,N,0,18.65,,,,,,,,,,,JPL 48,2460000.5,J2000,0.5325,2.132,0.997,36.59,332.08,278.39,292.71,3.27,0.3166,2460213.07,3.11,0.302,3,3.31,APO,Otto Matic,3073,05/09/11,03/02/20,182,0,0.47471
420302 (2011 XZ1),Y,N,0,17.79,,,,,26.98,,,,,,JPL 196,2460000.5,J2000,0.4608,2.139,1.153,6.66,273.68,36.36,297,3.12,0.3151,2460200.43,3.13,0.153,2.19,3.56,AMO,Otto Matic,8290,01/05/98,10/01/21,3059,0,0.24144
420591 (2012 HF31),Y,N,0,19.51,,,,,,,,,,,JPL 48,2460000.5,J2000,0.4427,1.554,0.866,9.11,325.73,30.37,110.98,2.24,0.5089,2459782.43,1.94,0.0678,3.22,4.32,APO,Otto Matic,8380,12/02/00,22/01/23,170,0,0.39998
420738 (2012 TS),Y,N,0,20.84,,,,,3.57,,,,,,JPL 106,2460000.5,J2000,0.1134,0.9897,0.877,16.46,190.76,20.61,343.63,1.1,1.001,2460016.86,0.985,0.0892,3.85,6.09,ATE,Otto Matic,2290,15/09/10,22/12/16,535,0,0.41699
422637 (1985 WA),Y,N,0,18.14,,,,,,,,,,,JPL 26,2460000.5,J2000,0.6096,2.827,1.103,9.83,43.37,351.5,289.88,4.55,0.2074,2460338.59,4.75,0.111,0.896,2.99,AMO,Otto Matic,10719,14/10/85,18/02/15,75,0,0.49335
422638 (1994 CB),Y,N,0,21.1,,0.193,,0.195,8.676,,,,,,JPL 30,2460000.5,J2000,0.1451,1.149,0.983,18.25,310.64,288.51,122.39,1.32,0.7998,2459847.47,1.23,0.055,3.77,5.41,APO,Otto Matic,9828,03/02/94,31/12/20,184,0,0.60729
422659 (1998 LD),Y,N,0,20.08,,,,,,,,,,,JPL 28,2460000.5,J2000,0.1733,1.443,1.193,22.51,247.18,347.85,109.92,1.69,0.5687,2459807.23,1.73,0.183,3.32,4.56,AMO,Otto Matic,8642,03/06/98,30/01/22,155,0,0.48946
422686 (2000 AC6),Y,Y,0,21.63,,0.176,,0.143,2.4437,,,,Q,,JPL 70,2460000.5,J2000,0.2864,0.8537,0.609,4.7,101.37,188.08,305.26,1.1,1.25,2460044.31,0.789,0.046,4.03,6.87,ATE,Otto Matic,8040,04/01/00,08/01/22,310,0,0.42414
422699 (2000 PD3),Y,Y,0,18.28,,0.619,,0.22,42.484,,,,,,JPL 107,2460000.5,J2000,0.5921,1.998,0.815,7.7,298.66,110.19,321.95,3.18,0.349,2460109.52,2.82,0.0269,2.3,3.59,APO,Otto Matic,7560,01/08/00,13/04/21,525,0,0.45929
422787 (2001 WS1),Y,Y,0,17.04,,,,,,,,,,,JPL 110,2460000.5,J2000,0.6188,2.59,0.988,13.25,1.28,5.21,33.24,4.19,0.2364,2459859.9,4.17,0.015,1.28,3.09,APO,Otto Matic,9330,02/08/97,17/02/23,1312,0,0.34737
422977 (2003 MV7),Y,N,0,20.11,,,,,,,,,,,JPL 105,2460000.5,J2000,0.2394,1.657,1.26,10.38,136.37,200.55,47.43,2.05,0.4622,2459897.88,2.13,0.254,3.31,4.22,AMO,Otto Matic,6914,29/06/03,03/06/22,216,0,0.55928
423022 (2003 TJ2),Y,N,0,18.98,,,,,,,,,,,JPL 43,2460000.5,J2000,0.4741,1.318,0.693,17.45,341.47,299,328.98,1.94,0.6512,2460048.14,1.51,0.113,3.33,4.79,APO,Otto Matic,6311,06/10/03,15/01/21,148,0,0.47433
423100 (2004 BX1),Y,N,0,18.45,,,,,,,,,,,JPL 32,2460000.5,J2000,0.8376,2.412,0.392,19.46,92.78,168.85,19.8,4.43,0.263,2459925.22,3.75,0.288,0.719,2.86,APO,Otto Matic,5490,17/01/04,28/01/19,99,0,0.59946
423210 (2004 RD84),Y,N,0,19.15,,,,,,,,,,,JPL 47,2460000.5,J2000,0.4156,1.82,1.064,24.25,331.27,100.33,137.59,2.58,0.4013,2459657.63,2.46,0.298,3.04,3.84,AMO,Otto Matic,3846,10/09/04,23/03/15,176,0,0.58819
423321 (2005 ED318),Y,Y,0,20.9,,0.202,,0.212,17.157,,,,,,JPL 72,2460000.5,J2000,0.4493,1.85,1.019,2.39,82.06,164.18,20.91,2.68,0.3916,2459947.1,2.52,0.00936,2.35,3.88,AMO,Otto Matic,7288,12/02/00,26/01/20,615,0,0.37464
423709 (2006 BQ6),Y,Y,0,19.75,,,,,4.416,,,,,,JPL 103,2460000.5,J2000,0.4047,1.472,0.876,13,307.64,304.78,125.4,2.07,0.5519,2459773.28,1.79,0.00996,3.06,4.48,APO,Otto Matic,6124,22/01/06,29/10/22,606,0,0.40484
423747 (2006 CX),Y,N,0,19,,,,,3.2,,,,,,JPL 66,2460000.5,J2000,0.296,1.714,1.207,28.97,354.79,160.94,208.06,2.22,0.4392,2460346.44,2.24,0.225,2.77,4,AMO,Otto Matic,5334,03/02/06,11/09/20,290,0,0.54484
424089 (2007 DU103),Y,N,0,17.58,,2.314,,0.027,,,,,,,JPL 74,2460000.5,J2000,0.5004,2.463,1.231,23.2,338.25,294.61,349.57,3.7,0.2549,2460041.41,3.87,0.374,2.1,3.21,AMO,Otto Matic,4655,25/02/07,24/11/19,380,0,0.47241
424392 (2007 YJ),Y,N,0,22.12,,0.239,,0.054,,,,,,,JPL 52,2460000.5,J2000,0.28,1.103,0.794,3.31,28.92,199.26,269.01,1.41,0.8504,2460107.49,1.16,0.0512,3.57,5.6,APO,Otto Matic,5459,16/12/07,26/11/22,185,0,0.6059
424482 (2008 DG5),Y,Y,0,19.68,,,,,,,,,,,JPL 76,2460000.5,J2000,0.2426,1.255,0.951,5.71,244.02,59.72,106.49,1.56,0.7007,2459848.51,1.41,0.0186,3.64,5.09,APO,Otto Matic,7644,28/03/01,02/03/22,286,0,0.5959
424532 (2008 EZ97),Y,N,0,18.01,,,,,,,,,,,JPL 55,2460000.5,J2000,0.4737,2.412,1.269,8.48,68.75,197.23,338.2,3.55,0.2631,2460083.35,3.75,0.257,1.56,3.34,AMO,Otto Matic,5456,15/03/08,21/02/23,179,0,0.55047
424965 (2009 AM15),Y,N,0,18.71,,,,,,,,,,,JPL 58,2460000.5,J2000,0.487,0.8125,0.417,28.87,166.18,131.49,253.93,1.21,1.346,2460079.32,0.732,0.0524,4.14,7.01,ATE,Otto Matic,5179,06/01/09,13/03/23,210,0,0.39381
424969 (2009 BT5),Y,N,0,20.64,,,,,,,,,,,JPL 26,2460000.5,J2000,0.1294,1.324,1.152,21.21,130.5,73.29,30.62,1.49,0.6472,2459953.2,1.52,0.252,3.55,4.86,AMO,Otto Matic,3298,06/01/06,17/01/15,81,1,0.61106
425047 (2009 QE8),Y,N,0,18.25,,,,,,,,,,,JPL 74,2460000.5,J2000,0.4418,2.206,1.232,8.48,334.06,295.61,74.43,3.18,0.3007,2459753,3.28,0.258,2.02,3.51,AMO,Otto Matic,7587,14/02/02,23/11/22,312,0,0.52281
425250 (2009 WG54),Y,N,0,21.18,,,,,,,,,,,JPL 34,2460000.5,J2000,0.2878,1.564,1.114,13.02,64.33,85.91,222.74,2.01,0.5041,2460272.81,1.96,0.258,3.06,4.35,AMO,Otto Matic,2352,23/11/09,02/05/16,82,0,0.55244
425450 (2010 EV45),Y,N,0,19.6,,,,,3.52,,,,,,JPL 168,2460000.5,J2000,0.3703,1.85,1.165,7.93,125.82,118.24,28.24,2.54,0.3916,2459928.38,2.52,0.195,2.52,3.91,AMO,Otto Matic,5494,30/06/05,15/07/20,727,0,0.44561
425713 (2011 BK24),Y,N,0,19.57,,,,,6.01,,,,,,JPL 93,2460000.5,J2000,0.2239,1.559,1.21,8.76,6,209.52,8.42,1.91,0.5065,2459983.88,1.95,0.217,3.06,4.39,AMO,Otto Matic,3879,28/01/11,11/09/21,386,0,0.43604
425755 (2011 CP4),Y,Y,0,21.18,,,,,,,,,,,JPL 65,2460000.5,J2000,0.8703,0.9116,0.118,9.46,147.99,159.93,186.97,1.7,1.132,2460153.31,0.87,0.0192,3.59,6.11,ATE,Otto Matic,5869,10/01/02,04/02/18,147,0,0.68541
426071 (2012 CD29),Y,N,0,19.94,,,,,,,,,,,JPL 67,2460000.5,J2000,0.6486,1.025,0.36,19.29,144.72,152.42,147.87,1.69,0.9493,2459844.73,1.04,0.129,3.58,5.71,APO,Otto Matic,3988,13/02/12,14/01/23,291,1,0.4778
426082 (2012 DG31),Y,N,0,20.09,,,,,,,,,,,JPL 38,2460000.5,J2000,0.1272,1.353,1.18,20.27,135.01,332.22,48.21,1.52,0.6266,2459923.56,1.57,0.208,3.55,4.8,AMO,Otto Matic,10109,27/07/95,31/03/23,123,0,0.54472
427499 (2002 CZ58),Y,N,0,19.21,,,,,,,,,,,JPL 39,2460000.5,J2000,0.4645,2.188,1.172,18.83,339.27,88.21,205.53,3.2,0.3045,2460507.83,3.24,0.381,2.54,3.46,AMO,Otto Matic,5728,12/02/02,19/10/17,117,0,0.71938
427621 (2003 UN12),Y,N,0,18.41,,,,,,,,,,,JPL 65,2460000.5,J2000,0.4033,2.157,1.287,6.9,40.49,257.96,86.59,3.03,0.3111,2459722.13,3.17,0.302,2.25,3.58,AMO,Otto Matic,6976,21/10/03,26/11/22,249,0,0.58474
427643 (2003 VF1),Y,N,0,17.34,,,,,11.47,,,,,,JPL 117,2460000.5,J2000,0.3785,1.676,1.041,53.59,46.97,98.56,283.33,2.31,0.4544,2460169.22,2.17,0.315,3.29,3.73,AMO,Otto Matic,6985,05/11/03,20/12/22,672,0,0.47076
427684 (2004 DH2),Y,N,0,20.29,,,,,8.962,,,,,,JPL 51,2460000.5,J2000,0.4004,0.9443,0.566,23.02,157.3,216.13,7.46,1.32,1.074,2459993.55,0.918,0.125,4.17,6.23,ATE,Otto Matic,4433,17/02/04,07/04/16,200,0,0.49784
427778 (2005 BE),Y,N,0,20.11,,,,,,,,,,,JPL 40,2460000.5,J2000,0.421,0.8839,0.512,31.19,115.97,168.7,108.08,1.26,1.186,2459909.38,0.831,0.232,3.93,6.53,ATE,Otto Matic,5487,16/01/05,25/01/20,167,0,0.54424
428086 (2006 NM),Y,N,0,16.33,,,,,20,,,,,,JPL 239,2460000.5,J2000,0.6168,2.78,1.065,14.2,292.59,30.04,201.25,4.49,0.2127,2460746.87,4.63,0.0864,1.03,2.99,AMO,Otto Matic,6055,03/07/06,30/01/23,1795,0,0.33218
428209 (2006 VC),Y,Y,0,20.12,,,,,7.8,,,,,,JPL 43,2460000.5,J2000,0.4918,1.942,0.987,12.25,87.53,19.21,348.78,2.9,0.3642,2460031.3,2.71,0.0188,2.29,3.72,APO,Otto Matic,3089,01/11/06,17/04/15,187,0,0.63199
428223 (2006 WW),Y,N,0,16.16,,2.525,,0.101,,,,,,,JPL 76,2460000.5,J2000,0.8678,2.68,0.354,32.72,88.21,197.95,272.96,5.01,0.2247,2460387.93,4.39,0.415,0.649,2.54,APO,Otto Matic,4839,17/11/06,16/02/20,278,0,0.55822
