spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
2450649,450649 (2006 UY64),450649,,,Y,N,0,19.54,,,,,,,,,,2.824,,,,,,,,,JPL 71,2460000.5,60000,2023-02-25.0,J2000,0.1573,0.9316,0.785,26.22,30.78,210.9,194.18,1.08,1.096,2460151.77,2023-07-26.2,328,0.899,0.0529,20.6,3.91,6.33,8.10E-08,1.40E-09,7.60E-08,1.20E-05,2.50E-06,2.90E-05,4.60E-05,1.60E-09,2.50E-09,4.20E-05,7.40E-07,ATE,Otto Matic,3327,25/10/06,04/12/15,498,5,1,0,0.24103,,,,,,,,,
2450779,450779 (2007 SE11),450779,,,Y,N,0,17.81,,,,,,,,,,,,,,,,,,,JPL 71,2460000.5,60000,2023-02-25.0,J2000,0.3566,1.958,1.26,48.29,50.04,353.29,211.73,2.66,0.3597,2460412.71,2024-04-12.2,1.00E+03,2.74,0.271,106,2.76,3.42,9.60E-08,5.70E-09,1.90E-07,2.20E-05,5.50E-06,1.40E-05,1.30E-05,7.70E-09,1.60E-09,3.70E-05,4.30E-06,AMO,Otto Matic,5267,20/09/07,20/02/22,389,,,0,0.38768,,,,,,,,,
2451003,451003 (2008 UD1),451003,,,Y,N,0,19.55,,,,,,,,,,,,,,,,,,,JPL 46,2460000.5,60000,2023-02-25.0,J2000,0.464,1.715,0.919,6.48,154.21,6.72,45.07,2.51,0.4387,2459897.76,2022-11-14.2,821,2.25,0.0501,19.5,2.47,4.04,5.50E-08,2.60E-08,9.60E-08,7.40E-06,4.60E-05,4.80E-05,2.20E-05,3.70E-08,9.80E-09,4.90E-05,1.80E-05,APO,Otto Matic,3301,03/10/08,17/10/17,130,,,0,0.60956,,,,,,,,,
2451217,451217 (2009 XE11),451217,,,Y,N,0,17,,,,,,,2.72,,0.038,,,,,,,,,0.02,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.6108,3.316,1.29,14.06,99.83,107.7,34.3,5.34,0.1632,2459790.34,2022-07-29.8,2.21E+03,6.04,0.381,148,0.855,2.79,1.10E-06,6.70E-08,3.70E-06,6.30E-05,3.80E-05,9.70E-05,1.00E-04,1.10E-07,5.00E-09,6.40E-04,6.70E-05,AMO,Otto Matic,8776,26/12/97,05/01/22,153,,,0,0.41008,,,,,,,,,
2451397,451397 (2011 EZ78),451397,,,Y,N,0,17.22,,,,,,,,,,3.115,,,,,,,,,JPL 132,2460000.5,60000,2023-02-25.0,J2000,0.5426,2.395,1.095,17.92,109.84,179.78,48.79,3.69,0.266,2459817.06,2022-08-25.5,1.35E+03,3.71,0.0782,30.4,1.52,3.26,7.00E-09,1.30E-08,1.60E-08,5.30E-06,8.10E-06,1.10E-05,1.00E-05,1.90E-08,2.10E-09,3.70E-05,1.10E-05,AMO,Otto Matic,4234,15/03/11,17/10/22,724,1,0,0,0.36651,,,,,,,,,
2452313,452313 (1998 XR16),452313,,,Y,N,0,18.58,,,,,,,1.514,,0.031,,,,,,,,,0.57,JPL 50,2460000.5,60000,2023-02-25.0,J2000,0.5812,2.273,0.952,20.49,91.48,68.6,359.37,3.59,0.2875,2460002.68,2023-02-27.1,1.25E+03,3.43,0.161,62.8,1.91,3.3,7.50E-08,2.40E-09,1.70E-07,9.90E-06,1.10E-05,1.80E-05,4.50E-06,3.70E-09,4.50E-10,1.50E-05,2.00E-06,APO,Otto Matic,8813,15/12/98,31/01/23,285,,,0,0.53629,,,,,,,,,
2452314,452314 (1999 LN28),452314,,,Y,N,0,19.11,,,,,,,,,,19,,,,,,,,,JPL 51,2460000.5,60000,2023-02-25.0,J2000,0.4676,2.141,1.14,9.2,115.6,186.66,189.51,3.14,0.3147,2460542.32,2024-08-19.8,1.14E+03,3.13,0.124,48.3,2.12,3.55,4.50E-08,2.20E-09,9.60E-08,3.80E-06,2.00E-05,2.10E-05,6.70E-06,3.20E-09,4.80E-10,2.20E-05,1.80E-06,AMO,Otto Matic,8189,12/06/99,12/11/21,361,,,0,0.53626,,,,,,,,,
2452334,452334 (2001 LB),452334,,,Y,N,0,21.07,,,,,,,,,,,,,,,,,,,JPL 39,2460000.5,60000,2023-02-25.0,J2000,0.1894,1.236,1.002,20.79,80.89,118.18,327.63,1.47,0.7172,2460045.64,2023-04-11.1,502,1.37,0.0722,28.1,3.56,5.1,6.00E-08,1.50E-09,7.30E-08,1.70E-05,9.10E-06,2.10E-05,1.90E-05,1.80E-09,1.30E-09,2.70E-05,9.40E-07,APO,Otto Matic,7875,01/06/01,23/12/22,151,,,0,0.47618,,,,,,,,,
2452389,452389 (2002 NW16),452389,,,Y,N,0,18.28,,,,,,,0.846,,0.156,46.7,,,,,,,,0.01,JPL 246,2460000.5,60000,2023-02-25.0,J2000,0.0304,1.109,1.075,14.16,301.54,317.5,281.85,1.14,0.8441,2460093.08,2023-05-28.5,426,1.17,0.0667,26,3.88,5.59,4.90E-08,1.60E-09,5.50E-08,5.50E-06,1.20E-05,1.10E-04,1.10E-04,1.60E-09,1.80E-09,1.30E-04,9.00E-07,AMO,Otto Matic,7745,12/01/02,28/03/23,1392,,,0,0.44864,,,,,,,,,
2452397,452397 (2002 PD130),452397,,,Y,N,0,20.3,,,,,,,,,,,,,,,,,,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.3438,1.881,1.235,8.78,269.11,105.26,320.19,2.53,0.3819,2460104.73,2023-06-09.2,943,2.58,0.286,111,3,3.88,5.30E-08,5.50E-09,9.80E-08,9.10E-06,3.40E-05,5.20E-05,2.90E-05,7.30E-09,1.70E-09,7.50E-05,4.10E-06,AMO,Otto Matic,6517,14/08/02,17/06/20,95,,,0,0.45016,,,,,,,,,
2452421,452421 (2002 VX99),452421,,,Y,N,0,18.56,,,,,,,,,,,,,,,,,,,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.5104,2.635,1.29,24.48,234.21,259.97,241.84,3.98,0.2304,2460513.38,2024-07-21.8,1.56E+03,4.28,0.52,203,2.15,3.09,5.60E-08,1.10E-08,1.50E-07,1.70E-05,1.70E-05,3.10E-05,1.20E-05,1.70E-08,1.50E-09,5.50E-05,9.90E-06,AMO,Otto Matic,6297,01/11/02,28/01/20,142,,,0,0.48882,,,,,,,,,
2452474,452474 (2004 BG11),452474,,,Y,N,0,18.61,,,,,,,,,,,,,,,,,,,JPL 61,2460000.5,60000,2023-02-25.0,J2000,0.4878,1.776,0.91,34.11,108.17,83.87,345.95,2.64,0.4165,2460034.23,2023-03-30.7,864,2.37,0.227,88.3,3.04,3.77,9.20E-08,5.00E-09,1.70E-07,2.20E-05,1.00E-05,2.20E-05,1.10E-05,7.50E-09,1.80E-09,2.60E-05,3.70E-06,APO,Otto Matic,6959,18/01/04,06/02/23,246,,,0,0.54139,,,,,,,,,
2452561,452561 (2005 AB),452561,,,Y,N,1,17.58,,,,,,,,,,3.337,,,,,,,,,JPL 167,2460000.5,60000,2023-02-25.0,J2000,0.6546,3.221,1.112,8.15,126.22,63.72,36.54,5.33,0.1705,2459786.18,2022-07-25.6,2.11E+03,5.78,0.173,67.2,0.405,2.79,1.20E-08,3.50E-08,3.60E-08,3.10E-06,2.00E-05,2.50E-05,1.90E-05,5.80E-08,2.80E-09,1.10E-04,3.50E-05,AMO,Otto Matic,6298,01/01/05,31/03/22,1796,0,1,0,0.32785,,,,,,,,,
2452639,452639 (2005 UY6),452639,,,Y,N,0,18.15,,,,,,,2.249,,0.018,,,,,,,,,1.08,JPL 52,2460000.5,60000,2023-02-25.0,J2000,0.8726,2.249,0.287,12.21,343.54,180.92,12.22,4.21,0.2921,2459958.68,2023-01-14.1,1.23E+03,3.37,0.18,69.9,0.777,2.94,3.70E-08,2.90E-08,8.50E-08,9.20E-06,3.30E-05,3.50E-05,6.80E-06,5.40E-08,5.60E-09,2.30E-05,2.40E-05,APO,Otto Matic,6242,29/10/05,01/12/22,187,,,0,0.58349,,,,,,,,,
2453100,453100 (2007 WU4),453100,,,Y,N,0,18.88,,,,,,,,,,,,,,,,,,,JPL 32,2460000.5,60000,2023-02-25.0,J2000,0.5064,2.555,1.261,29.23,66.94,283.31,292.42,3.85,0.2414,2460280.5,2023-12-02.0,1.49E+03,4.08,0.507,197,2.53,3.09,2.90E-07,3.40E-08,7.50E-07,3.00E-05,2.00E-05,1.10E-04,2.20E-05,5.10E-08,4.80E-09,9.20E-05,3.00E-05,AMO,Otto Matic,2965,19/11/07,01/01/16,98,,,0,0.50846,,,,,,,,,
2453309,453309 (2008 VQ4),453309,,,Y,N,0,19.51,,,,,,,,,,,,,,,,,,,JPL 62,2460000.5,60000,2023-02-25.0,J2000,0.3318,1.75,1.17,11.58,256.28,232.78,7.06,2.33,0.4256,2459983.92,2023-02-08.4,846,2.32,0.235,91.5,2.81,4.04,1.90E-07,1.10E-08,3.30E-07,1.40E-05,2.20E-05,4.90E-05,2.10E-05,1.50E-08,4.20E-09,5.00E-05,8.30E-06,AMO,Otto Matic,5258,21/09/08,13/02/23,247,,,0,0.47002,,,,,,,,,
2453687,453687 (2010 VY190),453687,,,Y,N,0,19.39,,,,,,,0.948,,0.037,,,,,,,,,0.21,JPL 44,2460000.5,60000,2023-02-25.0,J2000,0.3093,1.809,1.25,19.98,241.83,142.89,30.22,2.37,0.405,2459925.88,2022-12-12.3,889,2.43,0.298,116,3.14,3.93,9.10E-08,1.40E-08,1.70E-07,1.50E-05,1.30E-05,2.60E-05,2.80E-05,1.80E-08,4.70E-09,6.90E-05,1.00E-05,AMO,Otto Matic,4486,17/05/10,28/08/22,297,,,0,0.41838,,,,,,,,,
2454078,454078 (2012 VV93),454078,,,Y,N,0,17.44,,,,,,,2.959,,0.02,,,,,,,,,1.51,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.4888,2.241,1.145,24.99,314.15,145.69,33.14,3.34,0.2939,2459887.74,2022-11-04.2,1.23E+03,3.35,0.21,81.8,1.98,3.36,1.00E-07,3.70E-08,2.30E-07,1.90E-05,2.10E-05,3.00E-05,3.60E-05,5.50E-08,7.30E-09,1.20E-04,3.10E-05,AMO,Otto Matic,6380,02/09/05,20/02/23,222,,,0,0.40104,,,,,,,,,
2454177,454177 (2013 GJ35),454177,,,Y,N,0,15.78,,,,,,,,,,49.75,,,,,,,,,JPL 163,2460000.5,60000,2023-02-25.0,J2000,0.4907,2.138,1.089,41.2,291.2,219.31,103.41,3.19,0.3154,2459672.59,2022-04-03.0,1.14E+03,3.13,0.181,70.6,2.27,3.27,5.20E-08,1.80E-08,1.10E-07,9.50E-06,6.30E-06,9.90E-06,6.90E-06,2.60E-08,3.90E-09,1.80E-05,1.40E-05,AMO,Otto Matic,3988,23/08/11,24/07/22,3996,,,0,0.21271,,,,,,,,,
2454266,454266 (2014 FM7),454266,,,Y,N,0,18.92,,,,,,,,,,,,,,,,,,,JPL 38,2460000.5,60000,2023-02-25.0,J2000,0.2908,1.759,1.248,19.05,109.73,332.27,20.12,2.27,0.4224,2459952.86,2023-01-08.3,852,2.33,0.284,111,2.98,4.01,7.10E-08,7.70E-09,1.30E-07,5.80E-06,2.60E-05,3.30E-05,1.90E-05,1.00E-08,2.80E-09,4.40E-05,5.60E-06,AMO,Otto Matic,5218,01/10/08,14/01/23,142,,,0,0.52293,,,,,,,,,
2455146,455146 (1993 FS),455146,,,Y,N,0,19.66,,,,,,,,,,,,,,,,,,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.4255,2.226,1.279,10.12,179.13,21.42,357.82,3.17,0.2968,2460007.84,2023-03-04.3,1.21E+03,3.32,0.285,111,1.79,3.5,1.70E-07,8.70E-09,3.60E-07,1.00E-05,4.70E-05,8.40E-05,3.20E-05,1.20E-08,1.70E-09,1.10E-04,7.10E-06,AMO,Otto Matic,8335,19/03/93,13/01/16,100,,,0,0.70632,,,,,,,,,
2455157,455157 (1997 YM3),455157,,,Y,N,0,17.25,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.6586,3.306,1.129,3.85,299.61,78.03,109.39,5.48,0.1639,2459333.25,2021-04-28.7,2.20E+03,6.01,0.146,56.9,0.473,2.77,1.10E-07,1.40E-07,3.70E-07,2.10E-05,1.50E-04,1.60E-04,9.00E-05,2.30E-07,1.00E-08,5.10E-04,1.40E-04,AMO,Otto Matic,8857,06/11/97,05/02/22,108,,,0,0.59036,,,,,,,,,
2455185,455185 (2000 EB107),455185,,,Y,N,0,17.31,,,,,,,0.599,,0.056,,,,,,,,,0.01,JPL 39,2460000.5,60000,2023-02-25.0,J2000,0.5857,3.055,1.266,25.06,177.27,44.05,109.36,4.84,0.1846,2459408.15,2021-07-12.6,1.95E+03,5.34,0.349,136,0.849,2.83,6.00E-08,3.00E-08,1.80E-07,1.40E-05,2.00E-05,2.70E-05,1.20E-05,4.70E-08,2.70E-09,6.90E-05,2.90E-05,AMO,Otto Matic,7687,09/03/00,26/03/21,330,,,0,0.37128,,,,,,,,,
2455192,455192 (2000 QN130),455192,,,Y,N,0,18.37,,,,,,,1.082,,0.121,30.33,,,,,,,,0.32,JPL 74,2460000.5,60000,2023-02-25.0,J2000,0.5765,2.883,1.221,2.68,100.02,306.15,183.72,4.55,0.2013,2460876.03,2025-07-19.5,1.79E+03,4.9,0.233,90.7,0.879,3.02,6.00E-08,3.40E-08,1.80E-07,4.50E-06,7.50E-05,7.70E-05,1.20E-05,5.30E-08,3.50E-09,5.80E-05,3.10E-05,AMO,Otto Matic,7477,31/08/00,19/02/21,612,,,0,0.50428,,,,,,,,,
2455193,455193 (2000 RJ60),455193,,,Y,N,0,18.52,,,,,,,,,,,,,,,,,,,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.3248,1.832,1.237,35.31,324.35,67.78,357.65,2.43,0.3976,2460006.4,2023-03-02.9,906,2.48,0.4,156,3.4,3.76,1.50E-07,9.30E-09,2.80E-07,1.60E-05,1.20E-05,4.90E-05,3.20E-05,1.20E-08,3.00E-09,7.90E-05,6.90E-06,AMO,Otto Matic,7468,06/09/00,16/02/21,162,,,0,0.56975,,,,,,,,,
2455199,455199 (2000 YK4),455199,,,Y,N,0,19.95,,,,,,,,,,,,,,,,,,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.373,1.667,1.045,26.05,281.53,234.11,82.24,2.29,0.4581,2459820.99,2022-08-29.4,786,2.15,0.168,65.5,2.98,4.07,1.90E-07,5.30E-09,3.20E-07,5.10E-05,1.90E-05,6.80E-05,3.50E-05,7.30E-09,2.20E-09,7.50E-05,3.80E-06,AMO,Otto Matic,5540,19/12/00,19/02/16,109,,,0,0.41422,,,,,,,,,
2455213,455213 (2001 OE84),455213,,,Y,N,0,18.23,,,,,,,,,,0.4865,,,,,S,,,,JPL 86,2460000.5,60000,2023-02-25.0,J2000,0.4733,2.279,1.2,9.36,32.18,2.96,71.8,3.36,0.2865,2459749.93,2022-06-19.4,1.26E+03,3.44,0.205,79.9,2.09,3.43,4.50E-08,2.00E-08,1.00E-07,6.00E-06,2.40E-05,3.80E-05,4.10E-05,3.00E-08,3.80E-09,1.40E-04,1.70E-05,AMO,Otto Matic,6194,27/07/01,12/07/18,433,,,0,0.52892,,,,,,,,,
2455322,455322 (2002 NX18),455322,,,Y,N,0,17.56,,,,,,,,,,9.04,,,,,,,,,JPL 76,2460000.5,60000,2023-02-25.0,J2000,0.595,2.601,1.053,2.99,163.94,223.24,297.54,4.15,0.235,2460266.28,2023-11-17.7,1.53E+03,4.19,0.0655,25.5,1.31,3.14,2.60E-08,6.70E-09,6.60E-08,4.60E-06,7.20E-05,7.30E-05,6.20E-06,1.10E-08,9.10E-10,2.60E-05,5.90E-06,AMO,Otto Matic,7276,24/06/02,26/05/22,683,,,0,0.56222,,,,,,,,,
2455407,455407 (2003 ER),455407,,,Y,N,0,19.86,,,,,,,,,,,,,,,,,,,JPL 35,2460000.5,60000,2023-02-25.0,J2000,0.2361,1.513,1.156,36.1,156.01,68.61,220.29,1.87,0.5298,2460264.22,2023-11-15.7,680,1.86,0.303,118,3.31,4.29,5.60E-08,4.30E-09,8.50E-08,1.40E-05,7.60E-06,2.80E-05,3.10E-05,5.30E-09,2.20E-09,6.00E-05,2.90E-06,AMO,Otto Matic,7173,30/01/03,20/09/22,151,,,0,0.53896,,,,,,,,,
2455415,455415 (2003 GA),455415,,,Y,N,0,21.45,,,,,,,,,,5.78,,,,,,,,,JPL 87,2460000.5,60000,2023-02-25.0,J2000,0.1913,1.282,1.036,3.84,192.88,66.83,212.84,1.53,0.6794,2460217.1,2023-09-29.6,530,1.45,0.061,23.7,3.51,5.03,2.70E-08,1.00E-08,3.00E-08,3.60E-06,2.90E-05,3.90E-05,2.80E-05,1.20E-08,8.00E-09,4.10E-05,6.30E-06,AMO,Otto Matic,7169,01/04/03,16/11/22,358,,,0,0.45579,,,,6.90E-14,2.20E-14,,,,
2455426,455426 (2003 MT9),455426,,,Y,N,0,18.76,,,,,,,0.685,,0.137,,,,,,,,,0.27,JPL 41,2460000.5,60000,2023-02-25.0,J2000,0.9223,2.532,0.197,6.84,233.38,200.7,300.09,4.87,0.2446,2460245.42,2023-10-27.9,1.47E+03,4.03,0.0538,21,0.487,2.59,1.40E-07,2.20E-08,3.60E-07,4.90E-05,7.70E-04,7.80E-04,8.80E-06,4.30E-08,3.20E-09,3.80E-05,1.90E-05,APO,Otto Matic,5899,30/06/03,24/08/19,260,,,0,0.46209,,,,,,,,,
2455432,455432 (2003 RP8),455432,,,Y,N,0,18.29,,,,,,,,,,4.2736,,,,,,,,,JPL 96,2460000.5,60000,2023-02-25.0,J2000,0.366,1.734,1.099,31.22,301.42,22.36,195.99,2.37,0.4318,2460380.34,2024-03-10.8,834,2.28,0.103,40.2,2.98,3.92,3.50E-08,2.80E-09,6.10E-08,1.00E-05,6.00E-06,1.10E-05,4.10E-06,3.90E-09,1.10E-09,9.90E-06,2.00E-06,AMO,Otto Matic,7150,03/08/03,01/03/23,742,,,0,0.48255,,,,,,,,,
2455550,455550 (2004 JO2),455550,,,Y,N,0,17.25,,,,,,,,,,9.94,,,,,,,,,JPL 225,2460000.5,60000,2023-02-25.0,J2000,0.5689,2.292,0.988,18.76,222.41,127.64,102.77,3.6,0.2841,2459638.72,2022-02-28.2,1.27E+03,3.47,0.11,42.9,2.2,3.3,1.40E-08,4.00E-09,3.10E-08,5.10E-06,9.20E-06,1.00E-05,2.70E-06,6.30E-09,7.40E-10,9.00E-06,3.30E-06,APO,Otto Matic,6797,12/05/04,21/12/22,2013,,,0,0.29452,,,,,,,,,
2455554,455554 (2004 MQ1),455554,,,Y,N,0,18.02,,,,,,,,,,,,,,,,,,,JPL 66,2460000.5,60000,2023-02-25.0,J2000,0.7053,2.406,0.709,11.13,56.96,332.08,337.44,4.1,0.2641,2460085.92,2023-05-21.4,1.36E+03,3.73,0.123,47.9,1.39,3.11,4.50E-08,1.60E-08,1.10E-07,6.90E-06,5.10E-05,5.00E-05,6.90E-06,2.70E-08,2.70E-09,2.70E-05,1.40E-05,APO,Otto Matic,5740,17/06/04,05/03/20,272,1,1,0,0.37847,,,,,,,,,
2455588,455588 (2004 RU331),455588,,,Y,N,0,20.66,,,,,,,,,,10.054,,,,,,,,,JPL 74,2460000.5,60000,2023-02-25.0,J2000,0.244,1.241,0.938,17.46,201.57,261.86,41.66,1.54,0.7126,2459942.04,2022-12-28.5,505,1.38,0.104,40.6,3.66,5.09,3.10E-08,9.20E-10,3.80E-08,7.60E-06,6.60E-06,1.40E-05,9.80E-06,1.20E-09,8.00E-10,1.40E-05,5.60E-07,APO,Otto Matic,6765,15/09/04,25/03/23,379,,,0,0.43118,,,,,,,,,
2455591,455591 (2004 SV26),455591,,,Y,N,0,18.65,,,,,,,,,,,,,,,,,,,JPL 86,2460000.5,60000,2023-02-25.0,J2000,0.4491,2.351,1.295,7.54,32.42,37.39,20.29,3.41,0.2735,2459926.31,2022-12-12.8,1.32E+03,3.6,0.319,124,1.97,3.4,4.10E-08,3.60E-09,9.80E-08,5.30E-06,1.50E-05,2.00E-05,5.90E-06,5.20E-09,6.20E-10,2.20E-05,3.00E-06,AMO,Otto Matic,6754,22/09/04,21/03/23,608,,,0,0.39124,,,,,,,,,
2455594,455594 (2004 SV55),455594,,,Y,N,0,17.99,,,,,,,1.625,,0.042,,,,,,,,,0.15,JPL 66,2460000.5,60000,2023-02-25.0,J2000,0.658,1.759,0.602,41.17,344.56,280.84,341.98,2.92,0.4224,2460043.16,2023-04-08.6,852,2.33,0.0913,35.5,3.4,3.62,3.40E-08,2.70E-09,6.10E-08,1.90E-05,1.60E-05,1.10E-05,4.50E-06,4.50E-09,9.90E-10,1.10E-05,2.00E-06,APO,Otto Matic,6715,24/09/04,12/02/23,349,,,0,0.44693,,,,,,,,,
2455659,455659 (2005 BO1),455659,,,Y,N,0,21.6,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.3562,0.9494,0.611,10.67,113.33,174.2,47.07,1.29,1.065,2459956.32,2023-01-11.8,338,0.925,0.151,58.6,3.87,6.26,8.60E-08,3.30E-09,8.10E-08,1.20E-05,2.70E-05,4.80E-05,4.60E-05,4.40E-09,5.50E-09,4.30E-05,1.70E-06,ATE,Otto Matic,4784,17/01/05,22/02/18,102,,,0,0.63376,,,,,,,,,
2455736,455736 (2005 HC3),455736,,,Y,N,0,17.86,,,,,,,,,,14.4,,,,,,,,,JPL 85,2460000.5,60000,2023-02-25.0,J2000,0.3733,1.983,1.243,32.01,94.75,107.37,144.49,2.72,0.3529,2459591.05,2022-01-11.5,1.02E+03,2.79,0.434,169,2.78,3.59,6.30E-08,4.70E-09,1.20E-07,1.50E-05,1.10E-05,3.30E-05,1.90E-05,6.50E-09,1.30E-09,5.20E-05,3.60E-06,AMO,Otto Matic,6288,16/04/05,04/07/22,422,,,0,0.44354,,,,,,,,,
2455795,455795 (2005 SF),455795,,,Y,N,0,18.84,,,,,,,1.242,,0.035,,,,,,,,,0.1,JPL 35,2460000.5,60000,2023-02-25.0,J2000,0.6543,1.951,0.674,10.11,110.42,148.91,161.25,3.23,0.3617,2459554.63,2021-12-06.1,995,2.73,0.131,50.9,1.89,3.58,4.50E-08,1.50E-08,8.50E-08,1.20E-05,4.70E-05,6.40E-05,4.40E-05,2.50E-08,4.20E-09,1.20E-04,1.20E-05,APO,Otto Matic,4061,21/09/05,03/11/16,106,,,0,0.50734,,,,,,,,,
2455956,455956 (2005 VE),455956,,,Y,N,0,20.79,,,,,,,,,,,,,,,,,,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.2753,1.064,0.771,22.42,223.37,31.72,55,1.36,0.8982,2459939.27,2022-12-25.7,401,1.1,0.198,77.2,3.68,5.7,1.50E-07,2.80E-09,1.60E-07,1.50E-05,1.10E-05,2.00E-05,2.80E-05,3.50E-09,3.50E-09,3.10E-05,1.60E-06,APO,Otto Matic,4407,01/11/05,25/11/17,112,,,0,0.52129,,,,,,,,,
2456051,456051 (2006 AW),456051,,,Y,N,0,18.79,,,,,,,,,,53.19,,,,,,,,,JPL 97,2460000.5,60000,2023-02-25.0,J2000,0.5982,2.215,0.89,10.45,281.46,113.18,84.69,3.54,0.2991,2459717.31,2022-05-17.8,1.20E+03,3.3,0.0661,25.7,2.07,3.38,2.60E-08,4.10E-09,5.90E-08,8.90E-06,2.40E-05,2.40E-05,5.10E-06,6.60E-09,8.40E-10,1.60E-05,3.40E-06,APO,Otto Matic,3737,05/01/06,30/03/16,548,,,0,0.34046,,,,,,,,,
2456301,456301 (2006 SV134),456301,,,Y,N,0,18.73,,,,,,,,,,,,,,,,,,,JPL 56,2460000.5,60000,2023-02-25.0,J2000,0.4809,1.867,0.969,21.54,217.17,64.41,200.18,2.77,0.3862,2460414.27,2024-04-13.7,932,2.55,0.129,50.1,2.63,3.76,4.20E-08,1.70E-08,8.40E-08,1.30E-05,2.00E-05,2.40E-05,2.50E-05,2.60E-08,5.40E-09,7.00E-05,1.30E-05,APO,Otto Matic,3484,28/09/06,12/04/16,203,,,0,0.54872,,,,,,,,,
2456536,456536 (2007 BA),456536,,,Y,N,0,19.02,,,,,,,,,,,,,,,,,,,JPL 42,2460000.5,60000,2023-02-25.0,J2000,0.3098,1.698,1.172,12.81,293.19,204.86,79.96,2.22,0.4454,2459820.96,2022-08-29.4,808,2.21,0.201,78.1,2.85,4.12,4.50E-08,9.50E-09,7.60E-08,5.50E-06,2.70E-05,3.20E-05,2.40E-05,1.20E-08,3.70E-09,5.30E-05,6.80E-06,AMO,Otto Matic,5355,10/01/07,08/09/21,143,,,0,0.51694,,,,,,,,,
2456537,456537 (2007 BG),456537,,,Y,N,0,19.62,,,,,,,0.308,,0.242,,,,,,,,,0.11,JPL 58,2460000.5,60000,2023-02-25.0,J2000,0.3305,0.7868,0.527,12.76,168.29,133.4,190.17,1.05,1.412,2460120.75,2023-06-25.2,255,0.698,0.0519,20.2,4.16,7.33,1.80E-07,3.00E-09,1.40E-07,2.60E-05,4.20E-05,2.10E-05,6.50E-05,4.00E-09,8.00E-09,4.70E-05,1.50E-06,ATE,Otto Matic,5828,18/01/07,02/01/23,169,1,0,0,0.35865,,,,,,,,,
2456618,456618 (2007 HB),456618,,,Y,N,0,19.78,,,,,,,,,,,,,,,,,,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.3974,2.108,1.27,23.27,67.35,103.77,80.96,2.95,0.3219,2459749,2022-06-18.5,1.12E+03,3.06,0.449,175,2.41,3.54,5.00E-07,1.50E-07,1.10E-06,4.90E-05,3.30E-05,1.60E-04,2.30E-04,2.00E-07,3.30E-08,6.70E-04,1.20E-04,AMO,Otto Matic,4284,16/04/07,07/01/19,87,,,1,0.5454,,,,,,,,,
2456651,456651 (2007 RT19),456651,,,Y,N,0,18.38,,,,,,,,,,,,,,,,,,,JPL 136,2460000.5,60000,2023-02-25.0,J2000,0.3768,1.862,1.161,24.39,197.93,96.62,69.09,2.56,0.3878,2459822.33,2022-08-30.8,928,2.54,0.381,148,3.02,3.8,3.40E-08,7.90E-09,6.60E-08,6.70E-06,8.20E-06,1.20E-05,8.50E-06,1.10E-08,2.50E-09,2.10E-05,5.90E-06,AMO,Otto Matic,7348,09/10/02,21/11/22,616,,,0,0.48065,,,,,,,,,
2456863,456863 (2007 VX7),456863,,,Y,N,0,19.63,,,,,,,,,,,,,,,,,,,JPL 29,2460000.5,60000,2023-02-25.0,J2000,0.3759,1.876,1.171,16.82,243.87,105.49,6.11,2.58,0.3835,2459984.58,2023-02-09.0,939,2.57,0.311,121,3.07,3.84,2.60E-07,1.30E-07,5.40E-07,3.30E-05,4.50E-05,1.30E-04,2.60E-04,1.80E-07,3.90E-08,6.80E-04,9.60E-05,AMO,Otto Matic,2982,04/11/07,03/01/16,95,,,1,0.47865,,,,,,,,,
